IdentificacaoMateria,DadosBasicosMateria,Classificacoes,Assunto,AtualizacoesRecentes
"{'CodigoMateria': '149197', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02634', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 2634/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8110481'}","{'EmentaMateria': 'Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para possibilitar a concessão de habilitação em todas as categorias de pessoas surdas ou com deficiência auditiva.', 'ExplicacaoEmentaMateria': 'Proíbe a negativa de concessão de documento de habilitação em razão de deficiência auditiva.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CODIGO DE TRANSITO BRASILEIRO ,  POSSIBILIDADE ,  CONCESSÃO ,  CARTEIRA NACIONAL DE HABILITAÇÃO ,  PESSOA COM DEFICIENCIA ,  SURDO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-08-02', 'DataLeitura': '2021-08-02'}","{'Classificacao': {'CodigoClasse': '33686135', 'DescricaoClasse': 'Direito de Trânsito', 'DescricaoClasseHierarquica': 'Jurídico / Direito de Trânsito'}}","{'AssuntoEspecifico': {'Codigo': '136', 'Descricao': 'Trânsito'}, 'AssuntoGeral': {'Codigo': '83', 'Descricao': 'Jurídico'}}","{'Atualizacao': {'InformacaoAtualizada': 'DOCUMENTO', 'DataUltimaAtualizacao': '2024-03-22 13:53:19'}}"
"{'CodigoMateria': '149293', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02736', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 2736/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8113761'}","{'EmentaMateria': 'Altera a Lei nº 10.209, de 23 de março de 2001, que institui o Vale-Pedágio obrigatório sobre o transporte rodoviário de carga e dá outras providências, para dispor sobre sua forma de pagamento.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  VALE-PEDAGIO ,  UTILIZAÇÃO ,  DESPESA ,  TRANSPORTE DE CARGA ,  TRANSPORTE RODOVIARIO ,  REGISTRO ,  DOCUMENTO ELETRONICO ,  PROVIDENCIA ,  PAGAMENTO ,  ANTECIPAÇÃO ,  VALOR ,  TRANSPORTADOR ,  DADOS ,  COMPROVAÇÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-08-06', 'DataLeitura': '2021-08-06'}","{'Classificacao': {'CodigoClasse': '33805167', 'DescricaoClasse': 'Transporte Terrestre', 'DescricaoClasseHierarquica': 'Infraestrutura / Viação e Transportes / Transporte Terrestre'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'DADOS_BASICOS_PROCESSO', 'DataUltimaAtualizacao': '2024-03-20 19:09:54'}}"
"{'CodigoMateria': '149504', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02918', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 2918/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8127205'}","{'EmentaMateria': 'Dispõe sobre compensação financeira à União, Estados, Distrito Federal e Municípios pelo resultado da exploração de recursos hídricos para fins de geração de energia elétrica, altera as Leis nº 7.990, de 28 de dezembro de 1989, nº 9.648, de 27 de maio de 1998, nº 8.001, de 13 de março de 1990, e dá outras providências.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CRITERIOS ,  COMPENSAÇÃO ,  DISTRIBUIÇÃO ,  RECURSOS FINANCEIROS ,  DESTINAÇÃO ,  UNIÃO FEDERAL ,  ESTADOS ,  DISTRITO FEDERAL (DF) ,  MUNICIPIOS ,  ROYALTIES ,  HIPOTESE ,  CONCESSÃO ,  AUTORIZAÇÃO ,  EXPLORAÇÃO ,  RECURSOS HIDRICOS ,  APROVEITAMENTO HIDRAULICO ,  PRODUÇÃO ,  ENERGIA ELETRICA ,  DEFINIÇÃO ,  COMPETENCIA ,  AGENCIA NACIONAL DE ENERGIA ELETRICA (ANEEL) .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-08-23', 'DataLeitura': '2021-08-23'}","{'Classificacao': [{'CodigoClasse': '33686090', 'DescricaoClasse': 'Domínio e Bens Públicos', 'DescricaoClasseHierarquica': 'Administração Pública / Domínio e Bens Públicos'}, {'CodigoClasse': '33805242', 'DescricaoClasse': 'Energia', 'DescricaoClasseHierarquica': 'Infraestrutura / Minas e Energia / Energia'}, {'CodigoClasse': '33809679', 'DescricaoClasse': 'Recursos Hídricos', 'DescricaoClasseHierarquica': 'Meio Ambiente / Recursos Hídricos'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 12:28:21'}}"
"{'CodigoMateria': '149550', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '02966', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 2966/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8129269'}","{'EmentaMateria': 'Inclui o § 6º no art. 40 da Lei nº 12.815, de 05 de junho de 2013, para proibir cobrança de quaisquer serviços portuários já inclusos na Capatazia.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  PROIBIÇÃO ,  COBRANÇA ,  SERVIÇO PORTUARIO ,  CAPATAZIA ,  MERCADORIA ,  CONTAINER ,  EXCEÇÃO ,  CARGA ,  DESCARGA ,  EMBARCAÇÃO ,  EMPRESA DE NAVEGAÇÃO ,  AGENTE ,  INTERMEDIARIO ,  TRANSPORTADOR ,  OPERADOR .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-08-25', 'DataLeitura': '2021-08-25'}","{'Classificacao': {'CodigoClasse': '33805197', 'DescricaoClasse': 'Transporte Hidroviário', 'DescricaoClasseHierarquica': 'Infraestrutura / Viação e Transportes / Transporte Hidroviário'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'DADOS_BASICOS_PROCESSO', 'DataUltimaAtualizacao': '2024-03-20 19:10:32'}}"
"{'CodigoMateria': '150188', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '03449', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 3449/2021', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '8149038'}","{'EmentaMateria': 'Altera a Lei nº 9.615, de 24 de março de 1998, para modificar as regras relativas à distribuição do percentual de cinco por cento da receita proveniente da exploração de direitos desportivos audiovisuais do espetáculo desportivo.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI PELE ,  DISTRIBUIÇÃO ,  PERCENTAGEM ,  RECEITA ,  EXPLORAÇÃO ,  DIREITOS ,  ESPETACULO ,  AUDIOVISUAL ,  PRATICA ESPORTIVA ,  FUTEBOL ,  ATLETAS ,  ARBITRO ,  TREINADOR PROFISSIONAL DE FUTEBOL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-10-05', 'DataLeitura': '2021-10-05'}","{'Classificacao': {'CodigoClasse': '33809017', 'DescricaoClasse': 'Desporto e Lazer', 'DescricaoClasseHierarquica': 'Política Social / Desporto e Lazer'}}",,"{'Atualizacao': [{'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 20:33:22'}, {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 20:33:22'}]}"
"{'CodigoMateria': '150353', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '03673', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 3673/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8153221'}","{'EmentaMateria': 'Altera o art. 28-A do Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para aperfeiçoar o instituto do acordo de não persecução penal.', 'IndexacaoMateria': 'ALTERAÇÃO ,  CODIGO DE PROCESSO PENAL ,  APERFEIÇOAMENTO ,  INSTITUTO ,  ACORDO ,  MINISTERIO PUBLICO ,  INVESTIGADO ,  ENCERRAMENTO ,  PROCESSO PENAL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-10-19', 'DataLeitura': '2021-10-19'}","{'Classificacao': {'CodigoClasse': '33805422', 'DescricaoClasse': 'Processo Penal', 'DescricaoClasseHierarquica': 'Jurídico / Processo / Processo Penal'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 10:23:05'}}"
"{'CodigoMateria': '150441', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '03723', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 3723/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8155509'}","{'EmentaMateria': 'Altera as Leis nos 11.345, de 14 de setembro de 2006 (Lei da Timemania), e 13.756, de 12 de dezembro de 2018 (Lei das Loterias), para estabelecer critério para destinação dos recursos oriundos do concurso de prognóstico específico e prever a atualização das entidades desportivas aptas a participarem desse concurso.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  ESTABELECIMENTO ,  CRITERIOS ,  DESTINAÇÃO ,  RECURSOS FINANCEIROS ,  CONCURSO DE PROGNOSTICO ,  ENTIDADE ,  ESPORTE ,  PROPORCIONALIDADE ,  PREFERENCIA ,  PARTICIPANTE ,  APOSTA ,  PRAZO ,  CELEBRAÇÃO ,  INSTRUMENTO ,  ADESÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-10-25', 'DataLeitura': '2021-10-25'}","{'Classificacao': {'CodigoClasse': '33686045', 'DescricaoClasse': 'Serviços Públicos', 'DescricaoClasseHierarquica': 'Administração Pública / Serviços Públicos'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 14:16:45'}}"
"{'CodigoMateria': '150601', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '03878', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 3878/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8159432'}","{'EmentaMateria': 'Dispõe sobre a vedação de cobrança de tarifas no âmbito do Sistema de Pagamentos Instantâneo (Pix) para o envio e recebimento de recursos de pessoas físicas e jurídicas.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  PROIBIÇÃO ,  COBRANÇA ,  TARIFAS ,  ENCARGO ,  PESSOA FISICA ,  PESSOA JURIDICA ,  AMBITO ,  SISTEMA ,  PAGAMENTO ,  TRANSFERENCIA ,  VALORES ,  BANCO CENTRAL DO BRASIL (BACEN) ,  SISTEMA FINANCEIRO NACIONAL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-11-03', 'DataLeitura': '2021-11-03'}","{'Classificacao': {'CodigoClasse': '33769191', 'DescricaoClasse': 'Sistema Financeiro Nacional', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Sistema Financeiro Nacional'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 13:05:20'}}"
"{'CodigoMateria': '151202', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04363', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4363/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8179546'}","{'EmentaMateria': 'Institui o Selo Nacional ASG, conferido as empresas que investem em ações e projetos de motivação ambiental, social e de governança.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  SELO NACIONAL ,  EMPRESA ,  PROJETO ,  MEIO AMBIENTE ,  DESENVOLVIMENTO SOCIAL ,  GOVERNANÇA CORPORATIVA ,  BENEFICIO ,  PRIORIDADE ,  FINANCIAMENTO ,  DESEMPATE ,  LICITAÇÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-12-08', 'DataLeitura': '2021-12-08'}","{'Classificacao': [{'CodigoClasse': '33805347', 'DescricaoClasse': 'Homenagem', 'DescricaoClasseHierarquica': 'Honorífico / Homenagem'}, {'CodigoClasse': '33808912', 'DescricaoClasse': 'Política Social', 'DescricaoClasseHierarquica': 'Política Social'}, {'CodigoClasse': '33809634', 'DescricaoClasse': 'Meio Ambiente', 'DescricaoClasseHierarquica': 'Meio Ambiente'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 11:07:54'}}"
"{'CodigoMateria': '151317', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04465', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4465/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8184491'}","{'EmentaMateria': 'Dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no setor de saúde, com vistas à sua capacitação produtiva e tecnológica e dá outras providências.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  INCENTIVO ,  INOVAÇÃO ,  CIENCIA E TECNOLOGIA ,  SETOR ,  SAUDE ,  DEFINIÇÃO ,  DIRETRIZES GERAIS . ALTERAÇÃO ,  LEI FEDERAL ,  FUNDO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO (FNDCT) ,  FUNDO SOCIAL ,  FUNDOS PUBLICOS ,  UTILIZAÇÃO ,  DESTINAÇÃO ,  RECURSOS FINANCEIROS ,  SISTEMA UNICO DE SAUDE (SUS) ,  DEFESA SANITARIA ,  VIGILANCIA EPIDEMIOLOGICA ,  IMPLEMENTAÇÃO ,  MANUTENÇÃO ,  RECUPERAÇÃO ,  INFRAESTRUTURA ,  INVESTIMENTO ,  PESQUISA CIENTIFICA E TECNOLOGICA ,  SETOR ,  SAUDE ,  HIPOTESE ,  DEDUÇÃO ,  IMPOSTO DE RENDA ,  CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LIQUIDO (CSLL) ,  DOAÇÃO ,  FUNDO FINANCEIRO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-12-15', 'DataLeitura': '2021-12-15'}","{'Classificacao': [{'CodigoClasse': '33804820', 'DescricaoClasse': 'Fundos Públicos', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Finanças Públicas / Fundos Públicos'}, {'CodigoClasse': '33804955', 'DescricaoClasse': 'Desoneração Fiscal', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos / Desoneração Fiscal'}, {'CodigoClasse': '33805107', 'DescricaoClasse': 'Pesquisa Científica', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Ciência, Tecnologia e Informática / Pesquisa Científica'}, {'CodigoClasse': '33808942', 'DescricaoClasse': 'Saúde', 'DescricaoClasseHierarquica': 'Política Social / Saúde'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 20:48:24'}}"
"{'CodigoMateria': '151318', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04464', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4464/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8184500'}","{'EmentaMateria': 'Altera a Lei nº 12.431, de 24 de junho de 2011, para consolidar o incentivo à emissão de debêntures destinadas a projetos de investimento em desenvolvimento sustentável (debêntures verdes).', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  INCENTIVO FISCAL ,  IMPOSTO DE RENDA ,  SOCIEDADE ANONIMA ,  EMISSÃO ,  TITULO DE CREDITO ,  DEBENTURES ,  CRITERIOS ,  QUALIFICAÇÃO ,  PROJETO ,  DESENVOLVIMENTO SUSTENTAVEL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2021-12-15', 'DataLeitura': '2021-12-15'}","{'Classificacao': [{'CodigoClasse': '33804955', 'DescricaoClasse': 'Desoneração Fiscal', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos / Desoneração Fiscal'}, {'CodigoClasse': '33804970', 'DescricaoClasse': 'Imposto de Renda (IR)', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos / Imposto de Renda (IR)'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 11:32:58'}}"
"{'CodigoMateria': '151522', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00010', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 10/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8192024'}","{'EmentaMateria': 'Modifica a Consolidação das Leis do Trabalho (CLT) para regulamentar o regime híbrido de trabalho.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT) ,  REGULAMENTAÇÃO ,  REGIME DE TRABALHO ,  PRESTAÇÃO DE SERVIÇO ,  EMPREGADO ,  TRABALHO ,  DISTANCIA ,  UTILIZAÇÃO ,  TECNOLOGIA ,  INFORMAÇÃO ,  INTERNET .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-02-02', 'DataLeitura': '2022-02-02'}","{'Classificacao': {'CodigoClasse': '33809062', 'DescricaoClasse': 'Jornada de Trabalho', 'DescricaoClasseHierarquica': 'Política Social / Trabalho e Emprego / Jornada de Trabalho'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 10:45:51'}}"
"{'CodigoMateria': '151793', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00301', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 301/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8201152'}","{'EmentaMateria': 'Altera a Lei nº 12.114, de 9 de dezembro de 2009, que cria o Fundo Nacional sobre Mudança do Clima, a Lei nº 12.351, de 22 de dezembro de 2010, que dispõe sobre o regime de partilha na exploração de petróleo, a Lei nº 12.858, de 9 de setembro de 2013, que destina recursos da exploração de petróleo para a educação, e a Lei nº 9.605, de 12 de fevereiro de 1998, que trata dos crimes ambientais, para prever a destinação de recursos para ações de prevenção e resposta a situações de emergência e de calamidade pública causadas por eventos climáticos extremos.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  COMERCIALIZAÇÃO ,  PRODUÇÃO ,  ROYALTIES ,  PETROLEO ,  GAS NATURAL ,  HIDROCARBONETO ,  COTA ,  UNIÃO FEDERAL ,  DEFINIÇÃO ,  PERCENTAGEM ,  DESTINAÇÃO ,  FUNDO NACIONAL ,  MUDANÇA CLIMATICA . ALTERAÇÃO ,  LEI FEDERAL ,  FUNDO NACIONAL ,  MUDANÇA CLIMATICA ,  DESTINAÇÃO ,  RECURSOS FINANCEIROS ,  PREVENÇÃO ,  RESPOSTA ,  SITUAÇÃO ,  EMERGENCIA ,  CALAMIDADE PUBLICA ,  EVENTO ,  CLIMA ,  DEFINIÇÃO ,  FONTE ,  CUSTEIO ,  PERCENTAGEM ,  MULTA ,  DESMATAMENTO ,  QUEIMADA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-02-17', 'DataLeitura': '2022-02-17'}","{'Classificacao': [{'CodigoClasse': '33804820', 'DescricaoClasse': 'Fundos Públicos', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Finanças Públicas / Fundos Públicos'}, {'CodigoClasse': '33809453', 'DescricaoClasse': 'Calamidade Pública e Emergência Social', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Calamidade Pública e Emergência Social'}, {'CodigoClasse': '33809784', 'DescricaoClasse': 'Mudanças Climáticas', 'DescricaoClasseHierarquica': 'Meio Ambiente / Mudanças Climáticas'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-25 12:45:02'}}"
"{'CodigoMateria': '151900', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00361', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 361/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8204506'}","{'EmentaMateria': 'Torna obrigatória a divulgação, pela prestadora do serviço público de distribuição de energia elétrica, de informações relativas ao nível dos reservatórios de hidrelétricas.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  CONCESSIONARIA ,  SERVIÇO PUBLICO ,  ENERGIA ELETRICA ,  FATURA ,  CONSUMIDOR ,  OBRIGATORIEDADE ,  DIVULGAÇÃO ,  ENDEREÇO ,  INTERNET ,  INFORMAÇÕES ,  NIVEL ,  RESERVATORIO ,  USINA HIDROELETRICA ,  COMPLEMENTAÇÃO ,  DADOS ,  AFERIÇÃO ,  DATA ,  FOTOGRAFIA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-02-23', 'DataLeitura': '2022-02-23'}","{'Classificacao': [{'CodigoClasse': '33805242', 'DescricaoClasse': 'Energia', 'DescricaoClasseHierarquica': 'Infraestrutura / Minas e Energia / Energia'}, {'CodigoClasse': '33805587', 'DescricaoClasse': 'Direito do Consumidor', 'DescricaoClasseHierarquica': 'Jurídico / Direito do Consumidor'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-22 18:34:50'}}"
"{'CodigoMateria': '152031', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00469', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 469/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8208461'}","{'EmentaMateria': 'Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para prever o crime de rixa em decorrência de eventos esportivos e dá outras providências.', 'IndexacaoMateria': 'ALTERAÇÃO ,  CODIGO PENAL ,  PREVISÃO ,  TIPICIDADE ,  CRIME ,  PENA ,  DISCORDANCIA ,  CONFLITO ,  LOCAL ,  PRATICA ESPORTIVA ,  EVENTO ,  ESPORTE .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-03-08', 'DataLeitura': '2022-03-08'}","{'Classificacao': {'CodigoClasse': '33805617', 'DescricaoClasse': 'Direito Penal e Penitenciário', 'DescricaoClasseHierarquica': 'Jurídico / Direito Penal e Penitenciário'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 17:51:55'}}"
"{'CodigoMateria': '152034', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00471', 'AnoMateria': '2022', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 471/2022', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8208495'}","{'EmentaMateria': 'Institui o Auxílio Combustível Brasileiro (ACB) destinado a atenuar os custos da aquisição de combustíveis por motoristas profissionais autônomos e para famílias de baixa renda.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  PROGRAMA NACIONAL ,  AUXILIO ,  AQUISIÇÃO ,  COMBUSTIVEL ,  PROFISSIONAL AUTONOMO ,  MOTORISTA ,  FAMILIA ,  BAIXA RENDA ,  CRITERIOS ,  DEFINIÇÃO ,  BENEFICIARIO ,  RECURSOS FINANCEIROS ,  CUSTEIO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2022-03-08', 'DataLeitura': '2022-03-08'}","{'Classificacao': {'CodigoClasse': '33809032', 'DescricaoClasse': 'Proteção Social', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-22 17:15:04'}}"
